Name_Unificado,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
"""Nuke It""",,,,,
#IDARB,,,,,
#killallzombies,,,,,
'70s Robot Anime: Geppy-X,,,,,
'98 Koshien,0.15,0.1,0.12,0.03,0.41
'99 Koshien,,,,,
'Splosion Man,,,,,
(c-12) Final Resistance,,,,,
- Arcane RERaise -,,,,,
- Arcane Raise -,,,,,
- Arcane preRaise -,,,,,
...Iru!,,,,,
.deTuned,,,,,
ACA NEOGEO WORLD HEROES,,,,,
ACA NEOGEO WORLD HEROES 2,,,,,
ACA NEOGEO WORLD HEROES 2 JET,,,,,
ACA NEOGEO WORLD HEROES PERFECT,,,,,
ACA NEOGEO ZED BLADE,,,,,
ACME Animation Factory,,,,,
ACORN Tactics,,,,,
ACT Series: Tango Choo Nichi Ei Hen,,,,,
ACT Series: Tango Choo Nichi Jyuu Hen,,,,,
ACT Series: Tango Choo Nichi Kan Hen,,,,,
ADK Tamashii,,,0.0,,0.0
ADVENTURES of CAPTAIN Becky,,,,,
AFL,,,,,
AFL 99,,,,,
AFL Challenge,,,,,
AFL Live,,,,,
AFL Live 2003,,,,,
AFL Live 2004,,,,,
AFL Live Premiership Edition,,,,,
AGEOD's American Civil War: 1861-1865 - The Blue and the Gray,,0.0,,0.0,0.0
AGON: Lost Sword of Toledo,,,,,
AH-3 Thunderstrike,,,,,
AH-64D Longbow,,,,,
AHx-1,,,,,
AI Igo,,,,,
AI Mahjong,,,,,
AI Mahjong Selection,,,,,
AI Shogi,,,,,
AI Shogi 3,,,,,
AI Shogi Selection,,,,,
AI War: Fleet Command,,,,,
AI War: The Zenith Remnant,,,,,
AI: Rampage,,,,,
AI: The Somnium Files,,,,,
AIR,,,0.02,,0.02
AKB1/149: Love Election,,,0.38,,0.38
AKB1/48: Idol to Guam de Koishitara...,,,0.41000000000000003,,0.41000000000000003
AKB1/48: Idol to Koishitara...,,,0.41,,0.41
AKB48+Me,,,0.11,,0.11
ALF,,,,,
ALF: The First Adventure,,,,,
ALONE...,,,,,
AMA Superbike,,,,,
AMF Bowling 2004,0.22,0.06,,0.01,0.3
AMF Bowling Pinbusters!,0.8999999999999999,0.0,,0.07,0.98
AMF Bowling World Lanes,0.33,,,0.03,0.35
AMF Xtreme Bowling,0.02,0.01,,0.0,0.03
AMNESIA World,,,0.03,,0.03
AMY,,,,,
ANONYMOUS NOTES CHAPTER 4 - FROM THE ABYSS,,,,,
AO International Tennis,,,,,
APB Reloaded,0.02,0.01,,0.0,0.04
AQUA KITTY UDX,,,,,
AR Combat DigiQ: Tomodachi Senshatai,,,,,
AR Games,,,,,
AR-K,,,,,
AR: Forgotten Summer,,,,,
ARC Ninja Edition,,,,,
ARC STYLE: Baseball 3D,,,,,
ARC STYLE: Happy Ocean,,,,,
ARC STYLE: Jazzy Billiards 3D Professional,,,,,
ARC STYLE: Simple Mahjong 3D,,,,,
ARC STYLE: Solitaire,,,,,
ARC Style: Jurassic World,,,,,
ARC Style: San Goku Shi Tower Defense: Doushou Teppeki,,,,,
ARC Style: Soccer!! 3D,,,,,
ARC Style: Totsugeki! Castle Attacker,,,,,
ARCADE GAME SERIES Dig-Dug,,,,,
ARK Park,0.04,,,0.01,0.05
ARK: Survival Evolved,0.07,,,0.01,0.08
ARMORED CORE 3 Portable,,,,,
ARMS,,,,,
ASH: Archaic Sealed Heat,,,0.12,,0.12
ASSASSINATION BOX,,,,,
AShin Chan Flipa en colores!,,,0.14,,0.14
ATLAS,,,,,
ATOMIK: RunGunJumpGun,,,,,
ATP Tour Championship Tennis,,,,,
ATV Drift & Tricks,0.1,,,0.02,0.12
ATV Mania,,,,,
ATV Offroad Fury,2.07,0.26,,0.08,2.41
ATV Offroad Fury 2,1.92,0.2,,0.06,2.18
ATV Offroad Fury 3,1.0,0.04,,0.16,1.2
ATV Offroad Fury 4,,,,,
ATV Offroad Fury 4 Pro,,,,,
ATV Offroad Fury Pro,0.37,0.04,,0.04,0.46
ATV Offroad Fury: Blazin' Trails,0.53,0.0,,0.04,0.57
ATV Quad Kings,0.30000000000000004,,,0.02,0.33
ATV Quad Power Racing 2,0.99,0.45,,0.13,1.57
ATV Racers,,,,,
ATV Racing,,,,,
ATV Renegades,0.01,,,0.0,0.02
ATV Wild Ride,,,,,
ATV X-Treme: World Challenge,,,,,
ATV/Monster Truck Mayhem,0.33,,,0.02,0.36
ATV: Quad Frenzy,0.1,,,0.01,0.11
ATV: Quad Power Racing,0.76,0.46,,0.07,1.3
ATV: Thunder Ridge Riders,,,,,
AV Poker: World Gambler,,,,,
AWAY: Journey to the Unexpected,,,,,
AXEH,,,,,
AXYOS,,,,,
AXYOS: Battlecards,,,,,
Aa Harimadana,,,,,
Aa Harimanada,,,,,
Aa Megami-samaa,,,0.01,,0.01
Aa-ojousama!,,,,,
AaAaAA!!! - A Reckless Disregard for Gravity,,,,,
AaaaaAAaaaAAAaaAAAAaAAAAA!!! A Reckless Disregard for Gravity,,,,,
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,,,,,
Aaargh,,,,,
Aaargh!,,,,,
Aah Impossible Rescue,,,,,
Aahh! Spot the Difference,,,,,
Aardvark,,,,,
Aargon Deluxe,,,,,
Aaron vs. Ruth,,,,,
Aaron's Ping-Pong,,,,,
Aaru's Awakening,,,,,
Abaddon: Retribution,,,,,
Abadox: The Deadly Inner War,,,,,
AbalaBurn,,,,,
Aban Hawkins & the 1000 SPIKES,,,,,
Aban Hawkins & the 1001 Spikes,,,,,
Abandoned Places: A Time for Heroes,,,,,
Abandoner,,,,,
Abduction Action!,,,,,
Aberoth,,,,,
Abronium Party,,,,,
Absolute Baseball,,,,,
Absolute BrickBuster,,,,,
Absolute Chess,,,,,
Absolute Drift,,,,,
Absolute Obedience,,,,,
Absolute Reversi,,,,,
Absolute X,,,,,
Absolute Zero,,,,,
Absolute: Blazing Infinity,,,,,
Absolver,,,,,
Abstacked,,,,,
Abunai: Koi no Sousa Shitsu,,,0.03,,0.03
Abundante!,,,,,
Abuse,,,,,
Abyss,,,,,
Abyss Odyssey,,,,,
Academy of Champions: Soccer,0.09,0.02,,0.01,0.12
Academy of Magic: Word Spells,,,,,
Academy: Checkers,,,,,
Academy: Tic-Tac-Toe,,,,,
Accel Knights 2: Full Throttle,,,,,
Accel World vs. Sword Art Online: Millennium Twilight,,0.03,0.13,0.01,0.17
Accel World: Ginyoku no Kakusei,,,0.06,,0.06
Accel World: Kasoku no Chouten,,,0.03,,0.03
Accelebrid,,,,,
Acceleration of Suguri X Edition,,,,,
Accordion Hero,,,,,
Ace Armstrong vs. the Alien Scumbags,,,,,
Ace Attorney 123: Wright Selection,,,,,
Ace Attorney Investigations 2,,,0.26,,0.26
Ace Attorney Investigations: Miles Edgeworth,0.23,0.14,0.3,0.04,0.7
Ace Attorney: Ryuunosuke Wright's Adventure,,,,,
Ace Combat 04: Shattered Skies,2.06,0.56,0.38,0.17,3.17
Ace Combat 2,0.16,0.11,0.56,0.06,0.89
Ace Combat 3: Electrosphere,0.22,0.15,0.4,0.05,0.83
Ace Combat 5: The Unsung War,0.88,0.34,0.32,0.18,1.71
Ace Combat 6: Fires of Liberation,,,,,
Ace Combat 7: Skies Unknown,,,,,
Ace Combat X: Skies of Deception,0.37,0.31,0.12,0.19,1.0
Ace Combat Zero: The Belkan War,0.15,0.12,0.2,0.04,0.51
Ace Combat: Assault Horizon,0.6,0.28,0.25,0.11000000000000001,1.23
Ace Combat: Assault Horizon Legacy,0.1,0.06,0.08,0.01,0.25
Ace Combat: Infinity,,,,,
Ace Combat: Joint Assault,0.06,0.05,0.15,0.03,0.29
Ace Fishing: Wild Catch,,,,,
Ace Gals Tennis,,,,,
Ace Lightning,,,,,
Ace Mathician,,,,,
Ace Ventura,,,,,
Ace o Nerae!,,,,,
Ace of Aces,,,,,
Ace of Dynamites,,,,,
Ace of Seafood,,,,,
Ace of Words,,,,,
Aceball,,,,,
Aces Over Europe,,,,,
Aces of War,,0.0,,0.0,0.0
Aces of the Air,,,,,
Aces of the Deep,,,,,
Aces of the Galaxy,,,,,
Aces of the Luftwaffe,,,,,
Aces of the Pacific,,,,,
Achron,,,,,
Achtung Panzer: Kharkov 1943,,0.01,,0.0,0.02
Achtung! Cthulhu Tactics,,,,,
Acid,,,,,
Acid Drop,,,,,
Aconcagua,,,,,
Acrobat Mission,,,,,
Across Age,,,,,
Act of Aggression,,,,,
Act of War: Direct Action,,0.0,,0.0,0.0
Act of War: High Treason,,0.0,,0.0,0.0
ActRaiser,,,,,
ActRaiser 2,,,,,
Action 52,,,,,
Action Bass,0.64,0.43,,0.07,1.14
Action Fighter,,,,,
Action Force,0.5,0.03,,0.01,0.54
Action Game: Tobeyo!! Dragon!,,,,,
Action Girlz Racing,0.01,0.0,,0.0,0.01
Action Man: Destruction X,,,,,
Action Man: Operation Extreme,,,,,
Action Man: Robot Atak,,,,,
Action Man: Search for Base X,,,,,
Action Pachio,,,,,
Action Pack: Prince of Persia: Rival Swords / Tom Clancy's Rainbow Six Vegas / Driver 76,,,,,
Active Health with Carol Vorderman,,0.18,,0.01,0.18
Active Life Explorer,0.14,,,0.01,0.15
Active Life: Extreme Challenge,0.14,0.27,,0.06,0.47
Active Life: Magical Carnival,0.03,0.01,,0.0,0.05
Active Life: Outdoor Challenge,0.78,0.43,0.19,0.14,1.54
Activision Anthology,0.28,0.2,,0.06,0.55
Activision Hits Remixed,,,,,
Activision Hits: Remixed,0.05,0.0,,0.0,0.05
Actua Golf 3,,,,,
Actua Ice Hockey,,,,,
Actua Ice Hockey 2,,,,,
Actua Pool,,,,,
Actua Soccer,,,,,
Actua Soccer 2,,,,,
Actua Soccer 3,,,,,
Actua Soccer: Club Edition,,,,,
Actua Tennis,0.07,0.05,,0.01,0.13
Actual Crimes: Jack the Ripper,,,,,
Ad Lib Ouji ...to Fuyukai na Nakama-tachi!?,,,,,
Adam's Venture Episode 1: The Search For The Lost Garden,,0.0,,0.0,0.0
Adam's Venture Episode 2: Solomon's Secret,,,,,
Adam's Venture Episode 3: Revelations,,,,,
Addams Family Values,,,,,
Addie no Okurimono: To Moze from Addie,,,,,
Addy Junior Mein Korper,,,,,
Addy Junior: Mein Korper,,,,,
Adiboo & Paziral's Secret,,,,,
Adidas Power Soccer,0.02,0.01,,0.0,0.04
Adidas Power Soccer 2,,,,,
Adidas Power Soccer 98,0.01,0.01,,0.0,0.02
Adidas Power Soccer International 97,,,,,
Adorables,,,,,
Adr1ft,,,,,
Adrenalin Misfits,0.12,0.02,,0.01,0.14
Advan Racing,,,,,
Advance Guardian Heroes,0.03,0.01,,0.0,0.04
Advance Wars,0.5,0.19,,0.01,0.7
Advance Wars 2: Black Hole Rising,0.47,0.17,,0.01,0.65
Advance Wars: Days of Ruin,0.43,0.13,,0.05,0.61
Advance Wars: Dual Strike,0.3,0.03,0.04,0.03,0.39
Advanced Battlegrounds: The Future of Combat,,,,,
Advanced Busterhawk Gley Lancer,,,,,
Advanced Circuits,,,,,
Advanced Civilization,,,,,
Advanced Daisenryaku 2001,,,,,
Advanced Daisenryaku: Deutsch Dengekisakusen,,,,,
Advanced Daisenryaku: Europe no Arashi - Doitsu Dengeki Sakusen,,,,,
Advanced Dungeons & Dragons,,,,,
Advanced Dungeons & Dragons: Curse of the Azure Bonds,,,,,
Advanced Dungeons & Dragons: DragonStrike,,,,,
Advanced Dungeons & Dragons: Dragons of Flame,,,,,
Advanced Dungeons & Dragons: Eye of the Beholder,,,,,
Advanced Dungeons & Dragons: Heroes of the Lance,,,,,
Advanced Dungeons & Dragons: Hillsfar,,,,,
Advanced Dungeons & Dragons: Iron & Blood,,,,,
Advanced Dungeons & Dragons: Pool of Radiance,,,,,
Advanced Dungeons & Dragons: Slayer,,,,,
Advanced Dungeons & Dragons: Treasure of Tarmin,,,,,
Advanced Rock Paper Scissors,,,,,
Advanced Tactics Gold,,,,,
Advanced V.G.,,,,,
Advanced V.G. 2,,,,,
Advent Rising,0.1,0.03,,0.0,0.13
Adventure,1.21,0.08,,0.01,1.3
Adventure 4 Pack,,,,,
Adventure Bar Story,,,,,
Adventure Chronicles: The Search For Lost Treasure,,,,,
Adventure II,,,,,
Adventure Island,,,1.05,0.0,1.05
Adventure Island 3,,,,,
Adventure Island II,,,,,
Adventure Island II: Aliens in Paradise,,,,,
Adventure Island: The Beginning,,,,,
Adventure Pinball: Forgotten Island,,,,,
Adventure Player,,,,,
Adventure Time: Explore the Dungeon Because I Don't Know!,0.17,0.12,,0.03,0.33
Adventure Time: Finn & Jake Investigations,0.27,0.28,,0.08,0.63
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?,,,,,
Adventure Time: Pirates of the Enchiridion,0.06,0.02,,0.0,0.09
Adventure Time: The Secret of the Nameless,0.02,,,0.0,0.03
Adventure Time: The Secret of the Nameless Kingdom,0.0,0.13,,0.0,0.14
Adventure Town,,,,,
Adventure in Serenia,,,,,
Adventure in Vegas: Slot Machine,,,,,
Adventure of Tokyo Disney,,,,,
Adventureland,,,,,
Adventurer Pets HD,,,,,
Adventures Of Sid XMAS Special,,,,,
Adventures in Odyssey 3D CD-ROM Interactive Game,,,,,
Adventures in the Magic Kingdom,,,,,
Adventures of Dino-Riki,,,,,
Adventures of Lolo,0.06,,,,0.06
Adventures of Lolo 2,,,,,
Adventures of Lolo 3,,,,,
Adventures of Mana,,,,,
Adventures of Shuggy,,,,,
Adventures of Tom Sawyer,,,,,
Adventures of Tron,0.63,0.03,,0.01,0.67
Adventures of Yogi Bear,,,,,
Adventures to Go!,0.11,,0.01,0.02,0.14
Adventurezator: When Pigs Fly,,,,,
Aedis Eclipse: Generation of Chaos,0.02,,,0.0,0.02
Aegis Defenders,,,,,
Aegis Wing,,,,,
Aegis of Earth: Protonovus Assault,0.06,0.04,,0.03,0.11
Aeon Command,,,,,
Aeon Flux,0.03,0.02,,0.01,0.05
AereA,0.02,,,0.0,0.03
Aerial Aces,,,,,
Aerial Assault,,,,,
Aerial Strike: Low Altitude - High Stakes,,,,,
Aerial Strike: The Yager Missions,,,,,
Aero Blasters,,,,,
Aero Dancing F: Todoroki Tsubasa no Hatsu Hikou,,,,,
Aero Dancing i: Jikai Sakuma de Machite Masen,,,,,
Aero Dancing: Torodoki Taichou no Himitsu Disc,,,,,
Aero Drum,,,,,
Aero Elite: Combat Academy,0.04,0.03,,0.01,0.07
Aero Fighters,,,,,
Aero Fighters 2,,,,,
Aero Fighters 3,,,,,
Aero Fighters 3 (CD),,,,,
Aero Gauge,0.06,0.01,,0.0,0.07
Aero Guitar,,,,,
Aero Porter,,,,,
Aero Racer,,,,,
Aero The Acro-Bat,0.0,0.0,,0.0,0.0
Aero The Acro-Bat 2,,,,,
Aero-Cross,,,,,
AeroFighters Assault,0.15,0.04,,0.0,0.19
AeroWings,,,,,
AeroWings 2: Airstrike,,,,,
Aerobiz,,,,,
Aerobiz Supersonic,,,,,
Aerostar,,,,,
Aesop's Garden,,,,,
AeternoBlade,,,,,
Affordable Space Adventures,,,,,
Afraid Gear,,,,,
Afraid Gear Another,,,,,
African Trail Simulator,,,,,
Afrika,0.12,0.0,0.08,0.01,0.22
Afro Samurai,0.28,0.1,,0.05,0.44
Afro Samurai 2,,,,,
After Armageddon Gaiden: Majuu Toushouden Eclipse,,,,,
After Burner,,,,,
After Burner Climax,,,,,
After Burner II,,,,,
After Burner III,,,,,
After Burner: Black Falcon,0.01,0.0,,0.0,0.01
After Burst,,,,,
After Hours Athletes,,0.1,,0.02,0.12
After...,,,,,
After... Wasureemu Kizuna,,,,,
AfterZoom,,,,,
Afterfall,,,,,
Afterfall: InSanity,,,,,
Afterlife,,,,,
Afterparty,,,,,
Again,0.07,,0.0,0.01,0.07
Against Rome,,0.0,,,0.0
Agarest Senki: Re-appearance,,,0.01,,0.01
Agarest: Generations of War,,,,,
Agassi Tennis Generation,0.04,0.03,,0.01,0.09
Agassi Tennis Generation 2002,0.0,0.0,,0.0,0.0
Agatha Christie DICE,,,,,
Agatha Christie Mysteries,,,,,
Agatha Christie's The ABC Murders,0.09,0.02,,0.03,0.13
Agatha Christie: And Then There Were None,0.06,0.01,,0.01,0.07
Agatha Christie: Death on the Nile,,0.01,,0.0,0.02
Agatha Christie: Double Murder Mystery Pack,,,,,
Agatha Christie: Evil Under the Sun,0.06,0.02,,0.01,0.09
Agatha Christie: Murder on the Orient Express,,0.0,,0.0,0.0
Agatha Christie: Peril at End House,,0.01,,0.0,0.01
Agatha Christie: The ABC Murders,0.08,0.03,,0.01,0.12000000000000001
Age of Booty,,,,,
Age of Cavemen,,,,,
Age of Conan: Hyborian Adventures,,0.0,,0.0,0.0
Age of Conan: Rise of the Godslayer,,0.02,,0.0,0.03
Age of Decadence,,,,,
Age of Empires,0.01,,,0.0,0.01
Age of Empires Gold Edition,,0.0,,0.0,0.0
Age of Empires II: HD Edition,,,,,
Age of Empires II: The Age of Kings,0.01,0.08,,0.01,0.09
Age of Empires II: The Conquerors,,,,,
Age of Empires III,,0.33,,0.04,0.37
Age of Empires III: Complete Collection,0.01,0.13,,0.03,0.17
Age of Empires III: Gold Edition,,0.02,,0.0,0.03
Age of Empires III: The Asian Dynasties,0.0,0.05,,0.01,0.06
Age of Empires III: The WarChiefs,,0.0,,0.0,0.0
Age of Empires Online,0.01,0.04,,0.01,0.06
Age of Empires: Castle Siege,,,,,
Age of Empires: Collector's Edition,0.02,0.1,,0.01,0.14
Age of Empires: Definitive Edition,,,,,
Age of Empires: Mythologies,0.16,0.03,,0.02,0.21
Age of Empires: The Age of Kings,0.18,0.02,,0.02,0.22
Age of Empires: The Rise of Rome,,,,,
Age of Hammer Wars,,,,,
Age of Mythology,,,,,
Age of Mythology: Gold Edition,,0.01,,0.0,0.01
Age of Mythology: The Titans,0.03,0.02,,0.01,0.06
Age of Pirates 2: City of Abandoned Ships,0.0,,,0.0,0.0
Age of Pirates: Caribbean Tales,,0.0,,0.0,0.0
Age of Reflex,,,,,
Age of Sail,,,,,
Age of Sail II,,,,,
Age of Sail II: Privateer's Bounty,,,,,
Age of Steel: Recharge,,,,,
Age of Warring Empire,,,,,
Age of Wonders,,,,,
Age of Wonders 3,,,,,
Age of Wonders II: The Wizard's Throne,,,,,
Age of Wonders: Masters Collection,,,,,
Age of Wonders: Planetfall,,,,,
Age of Wonders: Shadow Magic,,,,,
Age of Wulin - Legend of the Nine Scrolls,,,,,
Age of Wushu,,,,,
Age of Zombies,,,,,
Agent,,,,,
Agent A: A puzzle in disguise,,,,,
Agent Armstrong,,,,,
Agent Hugo: Hula Holiday,,,,,
Agent Hugo: Lemoon Twist,,,,,
Agent Hugo: Roborumble,,,,,
Agent MOO: Maximum Overdeath,,,,,
Agents of Mayhem,0.15000000000000002,0.11,,0.04,0.31
Aggression: Europe Under Fire,,,,,
Aggressive Inline,0.26,0.15,,0.04,0.48
Aggressors of Dark Kombat,,,,,
Aggressors of Dark Kombat (CD),,,,,
Agile Warrior F-111X,0.08,0.05,,0.01,0.14
Agony,0.04,,,0.0,0.05
Ah! My Goddess,,,,,
Ah! Nikakutori,,,,,
Aha! I Found it! Hidden Object Game,,,,,
Aha! I Got It! Escape Game,,,,,
Ahriman's Prophecy,,,,,
Ai Cho Aniki,,,,,
Ai Sensei no Oshiete: Watashi no Hoshi,,,,,
Ai Shogi,,,,,
Ai Shogi 2,,,,,
Ai Shogi 2 Deluxe,,,,,
Ai Shogi 2000,,,,,
Ai no Hateni,,,,,
Ai... Sengoku Spirits EX: Gunshiden,,,,,
Ai... Sengoku Spirits EX: Moushouden,,,,,
Ai...Sengoku Spirits Gaiden: Hideyoshi-Hen,,,,,
Ai...Sengoku Spirits Gaiden: Kenshin-Hen,,,,,
Ai...Sengoku Spirits Gaiden: Nobunaga-Hen,,,,,
AiRace,,,,,
AiRace Speed,,,,,
AiRace Xeno,,,,,
AiRace: Tunnel,,,,,
Aibou DS,,,0.08,,0.08
Aichi Yokabu us online,,,,,
Aidyn Chronicles: The First Mage,0.08,0.02,,0.0,0.1
Aikagi,,,,,
Aikagi 2,,,,,
Aikatsu Stars! My Special Appeal,,,0.04,,0.04
Aikatsu! 2-nin no My Princess,,,0.27,,0.27
Aikatsu! 365 Idol Days,,,0.13,,0.13
Aikatsu! Cinderella Lesson,,,0.2,,0.2
Aikatsu! My No.1 Stage!,,,0.09,,0.09
Ailu de Puzzle,,,0.04,,0.04
Aimeroids,,,,,
Aion: Assault on Balaurea,,,,,
Aion: Tower of Eternity,,0.0,,0.0,0.0
Air,,,0.02,,0.02
Air Assault Task Force,,,,,
Air Battle Hockey 3D,,,,,
Air Battles: Sky Defender,,,,,
Air Buster,,,,,
Air Cavalry,,,,,
Air Combat,0.92,0.33,0.52,0.05,1.83
Air Combat Pack: Air Aces Pacific / Dogfighter,,,,,
Air Combat: Desert Aces,,,,,
Air Conflicts: Aces of World War II,0.05,,,0.0,0.05
Air Conflicts: Double Pack,,,,,
Air Conflicts: Pacific Carriers,,,,,
Air Conflicts: Secret Wars,0.19,0.1,,0.05,0.34
Air Conflicts: Vietnam,,,,,
Air Control,,,,,
Air Diver,,,,,
Air Force Special Ops Nightfall,,,,,
Air Fortress,,,,,
Air Hockey,,,,,
Air Legends,,,,,
Air Management '96,,,,,
Air Missions: Hind,0.02,,,0.0,0.03
Air Offensive: Art of Flying,,,,,
Air Raid,0.72,0.04,,0.01,0.77
Air Raid 3,,,,,
Air Raiders,,,,,
Air Ranger 2 Plus: Rescue Helicopter,,,,,
Air Ranger 2: Rescue Helicopter,,,,,
Air Ranger: Rescue Helicopter,,,,,
Air Rescue,,,,,
Air Traffic Chaos,0.05,0.0,,0.0,0.05
Air Zonk,,,,,
Air-Sea Battle,0.91,0.06,,0.01,0.98
AirBoarder 64,,,,,
AirForce Delta,,,,,
AirForce Delta Storm,0.16,0.05,,0.01,0.19999999999999998
AirForce Delta Strike,0.05,0.04,,0.01,0.11
AirGrave,,,,,
AirMech Arena,,,,,
AirRace Championship,,,,,
AirTycoon 3,,,,,
Airblade,0.11,0.09,,0.03,0.23
Airborne Assault: Conquest of the Aegean,,,,,
Airborne Assault: Highway to the Reich,,,,,
Airborne Assault: Red Devils Over Arnhem,,,,,
Airborne Ranger,,,,,
Airborne Troops: Countdown to D-Day,0.06,0.05,,0.02,0.12
Airburst,,,,,
Aircars,,,,,
Airfix Dogfighter,,,,,
Airline Tycoon,,0.01,,0.0,0.02
Airline Tycoon 2,0.0,0.04,,0.01,0.05
Airline Tycoon Deluxe,,0.0,,0.0,0.0
Airline Tycoon Evolution,,,,,
Airline Tycoon: First Class,,,,,
Airlock,0.36,0.02,,0.0,0.39
Aironauts,,,,,
Airport Madness,,,,,
Airport Mania: First Flight,,,,,
Airport Mania: Non-Stop Flights,,,,,
Airport Simulator,,0.02,,0.0,0.02
Airport Tycoon,,,,,
Airport Tycoon 2,,,,,
Airport Tycoon 3,,,,,
Airs Adventure,,,,,
Airship Dragoon,,,,,
Airships,,,,,
Airwolf,,,,,
Airwolf (Japan),,,,,
Aishiau Kotoshika Dekinai,,,,,
Aishite Iruka: Aisarete Iruka,,,,,
Aisle Lord,,,,,
Aitakute Monkey,,,,,
Aitakute... Your Smiles in My Heart,,,,,
Aiyoku no Eustia,,,0.01,,0.01
Aka-Chan Doubutsuen,,,,,
Akagawa Jirou Mystery: Tsuki no Hikari,,,0.01,,0.01
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,,,0.06,,0.06
Akagawa Jirou: Majotachi no Nemuri: Fukkatsusai,,,,,
Akagawa Jirou: Yasoukyoku,,,,,
Akagawa Jirou: Yasoukyoku 2,,,,,
Akagi: Topaiten,,,,,
Akagi: Yami ni Furitatta Tensai,,,,,
Akai Ito,,,,,
Akai Ito DS,,,0.02,,0.02
Akai Ito Destiny DS,,,0.01,,0.01
Akai Katana,0.04,,0.01,0.01,0.06
Akai Suna Ochiru Tsuki,,,0.02,,0.02
Akalabeth,,,,,
Akane Iro ni Somaru Saka,,,,,
Akane Iro ni Somaru Saka Parallel,,,0.03,,0.03
Akane Iro ni Somaru Saka Portable,,,,,
Akane Maniax: Nagareboshi Densetsu Gouda,,,,,
Akane the Kunoichi,,,,,
Akaneiro: Demon Hunters,,,,,
Akari by Nikoli,,,,,
Akatsuki no Amaneka to Aoi Kyojin,,,0.02,,0.02
Akatsuki no Goei Trinity,,,0.02,,0.02
Akaya Akashiya Ayakashino,,,,,
Akazukin Cha Cha: Osawagase Panic Race,,,,,
Akazukin ChaCha,,,,,
Akiba's Beat,0.07,0.0,0.01,0.02,0.11
Akiba's Trip,,,0.14,,0.14
Akiba's Trip 2+A,,,0.01,,0.01
Akiba's Trip Plus,,,0.08,,0.08
Akiba's Trip: Undead & Undressed,0.19,0.03,0.14,0.06,0.42000000000000004
Akihabara Dennou Kumi Peta Pies!,,,,,
Akikaze Person: Ore to Boku to Kanojo no..,,,,,
Akimi Village,,,,,
Akin,,,,,
Akin Vol 2,,,,,
Akira,,,,,
Akira Psychoball,,,,,
Akko de Pon! Ikasama Hourouki,,,,,
Akko ni Omakase! Brain Shock,,,0.08,,0.08
Akogare Girls Collection: Lovely Youchien Nikki,,,,,
Akogare Girls Collection: Mister Donut DS,,,,,
Akogare Girls Collection: Ohanaya-San Monogatari,,,,,
Akogare Girls Collection: Pika Pika Nurse Monogatari,,,,,
Akogare Girls Collection: Pika Pika Nurse Monogatari - Shounika Haitsumo Oosawagi,,,0.02,,0.02
Akogare Girls Collection: Suteki ni Nurse Days,,,0.0,,0.0
Akogare Girls Collection: Wan Nyan Doubutsu Byouin,,,,,
Akogare Girls Collection: Wan Nyan Doubutsu Byouin - Suteki na Juui-San ni Narou!,,,0.03,,0.03
Akogare Girls Collection: Wan Nyan Doubutsu Byouin Pet no Oisha-san ni Narou!,,,,,
Akudaikan,,,,,
Akudaikan 2: Mousouden,,,,,
Akudaikan 3,,,,,
Akudaikan Manyuuki,,,,,
Akudaikan Manyuuki: Seigi no Yaiba,,,,,
Akuji the Heartless,0.07,0.04,,0.01,0.12
Akujin,,,,,
Akuma: Demon Spawn,,,,,
Akumajou Dracula (FDS),,,,,
Akumajou Dracula X: Chi no Rondo,,,,,
Akumajou Dracula X: Gekka no Yasoukyoku,,,,,
Akumajou Special: Boku Dracula-kun,,,,,
Akuza no Ma,,,,,
Al Emmo and the Lost Dutchman's Mine,,,,,
Al Unser Jr. Turbo Racing,,,,,
Al Unser Jr.'s Road to the Top,,,,,
"Al Unser, Jr. Arcade Racing",,,,,
Al-Qadim: The Genie's Curse,,,,,
Alabama,,,,,
Aladdin Magic Racer,0.01,,,0.0,0.01
Alan Hansen's Sports Challenge,,0.0,,0.0,0.0
Alan Wake,0.66,0.5,0.05,0.12,1.33
Alan Wake's American Nightmare,,,,,
Alan Wake: The Signal,,,,,
Alan Wake: The Writer,,,,,
Alarm For Cobra 11 Vol.2: Hot Pursuit,,,,,
Albatross18: Realms of Pangya,,,,,
Albert Odyssey,,,,,
Albert Odyssey 2: Jashin no Taidou,,,,,
Albert Odyssey: Legend of Eldean,,,,,
Albert and Otto,,,,,
Albion,,,,,
Alcahest,,,,,
Alchemist,,,,,
Alchemy Mysteries: Prague Legends,,,,,
Alchemyland,,,,,
Alderman,,,,,
Aldynes: The Mission Code for Rage Crisis,,,,,
Aleck & Bordon Adventure: Tower & Shaft,,,,,
Alekhine's Gun,,,,,
Aleph,,,,,
Aleste,,,,,
Alex Ferguson's Player Manager 2001,,,,,
Alex Ferguson's Player Manager 2002,,,,,
Alex Ferguson's Player Manager 2003,,,,,
Alex Hunter: Lord of the Mind,,,,,
Alex Kidd in Miracle World,,,,,
Alex Kidd in Shinobi World,,,,,
Alex Kidd in the Enchanted Castle,,,,,
